"","X","OPE.ID","School","State","Zip.Code","School.Type","Subsidized.Recipients","Subsidized.Num.of.Loans.Originated","Subsidized.Dollars.of.Loans.Originated","Subsidized.Num.of.Disbursements","Subsidized.Dollars.of.Disbursements","Unsubsidized.Undergrad.Recipients","Unsubsidized.Undergrad.Num.of.Loans.Originated","Unsubsidized.Undergrad.Dollars.of.Loans.Originated","Unsubsidized.Undergrad.Num.of.Disbursements","Unsubsidized.Undergrad.Dollars.of.Disbursements","Unsubsidized.Graduate.Recipients","Unsubsidized.Graduate.Num.of.Loans.Originated","Unsubsidized.Graduate.Dollars.of.Loans.Originated","Unsubsidized.Graduate.Num.of.Disbursements","Unsubsidized.Graduate.Dollars.of.Disbursements","Parent.Plus.Recipients","Parent.Plus.Num.of.Loans.Originated","Parent.Plus.Dollars.of.Loans.Originated","Parent.Plus.Num.of.Disbursements","Parent.Plus.Dollars.of.Disbursements","Grad.Plus.Recipients","Grad.Plus.Num.of.Loans.Originated","Grad.Plus.Dollars.of.Loans.Originated","Grad.Plus.Num.of.Disbursements","Grad.Plus.Dollars.of.Disbursements"
"114",114,117700,"COGSWELL UNIVERSITY OF SILICON VALLEY","CA","951341697","Proprietary",109,110,462170,110,231588,108,118,425458,118,214989,2,2,26273,2,13137,39,39,491592,39,257756,NA,NA,NA,NA,NA
"115",115,117800,"COLLEGE OF MARIN","CA","949042590","Public",8,8,31750,8,15875,10,10,60500,10,30250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,117900,"NOTRE DAME DE NAMUR UNIVERSITY","CA","940021997","Private-Nonprofit",78,78,403533,78,201884,83,84,439186,84,230101,70,70,1331644,70,717072,6,6,167542,6,88771,7,7,98108,7,55263
"117",117,118100,"COLLEGE OF SAN MATEO","CA","944023784","Public",9,9,32902,9,16451,8,8,41500,8,20750,NA,NA,NA,NA,NA,1,1,23211,1,11606,NA,NA,NA,NA,NA
"118",118,118300,"HOLY NAMES UNIVERSITY","CA","946191699","Private-Nonprofit",180,180,800328,180,410076,201,203,772734,203,397617,135,135,2019751,135,1322554,20,20,293146,20,154014,25,27,336179,27,228550
"119",119,118500,"COLLEGE OF THE REDWOODS","CA","955019300","Public",118,118,456180,119,228069,102,102,480875,102,240442,NA,NA,NA,NA,NA,3,3,50400,3,25200,NA,NA,NA,NA,NA
"120",120,118600,"COLLEGE OF THE SEQUOIAS","CA","932772234","Public",17,17,60300,17,30150,7,8,37813,8,18907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,118700,"COLLEGE OF THE SISKIYOUS","CA","960942899","Public",43,44,155300,44,77652,49,51,226288,52,113646,NA,NA,NA,NA,NA,3,3,57362,3,28681,NA,NA,NA,NA,NA
"122",122,119000,"CONTRA COSTA COLLEGE","CA","948063195","Public",21,21,53680,30,34830,22,22,91425,31,59150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,119100,"DIABLO VALLEY COLLEGE","CA","945231544","Public",46,46,168425,46,41301,43,43,227750,43,52788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,119200,"CUESTA COLLEGE","CA","934038106","Public",97,99,350830,99,187331,120,127,663146,127,348367,NA,NA,NA,NA,NA,6,6,80351,6,47926,NA,NA,NA,NA,NA
"125",125,119300,"CYPRESS COLLEGE","CA","906305897","Public",65,65,240000,65,120000,57,58,304018,58,150885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,119600,"DOMINICAN UNIVERSITY OF CALIFORNIA","CA","949012298","Private-Nonprofit",553,553,2531892,553,1290760,604,615,2201354,615,1137328,211,212,4056353,212,2134535,177,178,3544113,178,2328110,103,104,1712341,104,1524540
"127",127,119700,"EL CAMINO COLLEGE","CA","905060002","Public",39,39,138040,39,35583,41,41,209577,41,53091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,119900,"FOOTHILL COLLEGE","CA","940224597","Public",130,175,470030,188,203496,136,189,810064,201,334864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,120100,"FULLERTON COLLEGE","CA","928322095","Public",291,291,971027,291,486201,261,261,1324948,264,664398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,120200,"GAVILAN COLLEGE","CA","950209599","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20869,1,10435,NA,NA,NA,NA,NA
"131",131,120300,"GLENDALE COMMUNITY COLLEGE","CA","912082894","Public",35,36,146700,36,75575,32,32,214242,32,107122,NA,NA,NA,NA,NA,1,1,5000,1,2500,NA,NA,NA,NA,NA
"132",132,120500,"GOLDEN GATE UNIVERSITY","CA","941052967","Private-Nonprofit",47,47,205964,51,116482,46,46,305922,49,165261,368,368,7169601,371,3788666,NA,NA,NA,NA,NA,150,150,4185107,152,2144229
"133",133,120600,"GOLDEN WEST COLLEGE","CA","926472748","Public",37,37,131500,37,67250,36,37,161800,37,80900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,120700,"GRADUATE THEOLOGICAL UNION","CA","947091212","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,331961,20,165980,NA,NA,NA,NA,NA,3,3,53800,3,26900
"135",135,120800,"GROSSMONT COLLEGE","CA","920201799","Public",26,26,84750,26,42375,15,15,61550,15,28925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,120900,"HARTNELL COMMUNITY COLLEGE","CA","939011697","Public",1,1,4500,1,2250,1,1,5595,1,2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,121200,"HUMPHREYS UNIVERSITY","CA","952073896","Private-Nonprofit",52,55,193280,111,77363,49,53,278327,106,109982,41,43,647478,89,268882,2,2,28668,4,14083,2,2,35537,4,11875
"138",138,121600,"UNIVERSITY OF LA VERNE","CA","917504443","Private-Nonprofit",1632,1655,7513713,1655,3841763,1477,1535,5706809,1535,2930923,897,903,17886123,903,9149212,335,338,6126650,338,3172057,282,292,7272116,292,3409933
"139",139,121800,"LOMA LINDA UNIVERSITY","CA","923500001","Private-Nonprofit",422,424,2091454,424,759881,427,438,2323509,438,849815,1101,1103,35126900,1209,16707490,45,45,1446623,45,551144,875,936,39231695,1029,19070038
"140",140,121900,"LONG BEACH CITY COLLEGE","CA","908081780","Public",114,114,430193,114,215098,128,128,680776,129,341258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,122000,"MASTER'S UNIVERSITY AND SEMINARY (THE)","CA","913211200","Private-Nonprofit",447,447,1998481,447,963301,463,463,1546268,463,749054,12,12,185629,12,78244,65,65,1270074,65,689206,NA,NA,NA,NA,NA
"142",142,122300,"LOS ANGELES CITY COLLEGE","CA","900293588","Public",93,93,355098,93,177551,121,127,712635,127,356321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,122900,"SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES","CA","906044051","Private-Nonprofit",14,14,35261,14,17631,19,19,102589,19,56420,679,1153,9785725,1153,9785725,NA,NA,NA,NA,NA,297,316,3397618,316,3397618
"144",144,123000,"MARSHALL B. KETCHUM UNIVERSITY","CA","928311699","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,255,8441869,255,2839055,NA,NA,NA,NA,NA,194,203,4925964,203,1761885
"145",145,123200,"AMERICAN RIVER COLLEGE","CA","958414286","Public",417,418,1592243,418,799709,420,423,2434696,423,1225699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,123300,"SACRAMENTO CITY COLLEGE","CA","958221386","Public",424,425,1637130,425,819923,409,415,2287755,415,1125555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,123600,"MENLO COLLEGE","CA","940274301","Private-Nonprofit",204,206,916810,206,458781,192,194,572201,194,286850,NA,NA,NA,NA,NA,45,45,875841,45,446838,NA,NA,NA,NA,NA
"148",148,123700,"MERCED COLLEGE","CA","953482898","Public",16,16,53388,16,26694,13,13,50411,13,25206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,123800,"MILLS COLLEGE","CA","946131301","Private-Nonprofit",242,243,1115204,243,557604,235,240,977593,240,488798,173,180,3332245,180,1677693,16,16,291080,16,149881,53,56,1057533,56,542180
"150",150,123900,"MIRACOSTA COLLEGE","CA","920563899","Public",86,86,275183,172,170020,78,88,377704,174,217789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,124200,"MONTEREY PENINSULA COLLEGE","CA","939404799","Public",29,29,113400,29,32600,28,28,126600,28,34150,NA,NA,NA,NA,NA,5,5,141500,5,35375,NA,NA,NA,NA,NA
"152",152,124300,"MOUNT SAINT MARY'S UNIVERSITY","CA","900491599","Private-Nonprofit",1016,1019,4524073,1019,2205110,909,913,3525291,913,1662283,364,367,7283500,367,2717773,212,216,3243824,216,1732692,125,130,3352345,130,1809412
"153",153,124700,"NAPA VALLEY COLLEGE","CA","945586236","Public",14,14,55750,14,27875,15,15,70878,15,35439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,124900,"OCCIDENTAL COLLEGE","CA","900413314","Private-Nonprofit",413,414,1801662,414,909630,412,413,1437424,413,725340,NA,NA,NA,NA,NA,69,69,1788149,69,909060,NA,NA,NA,NA,NA
"155",155,125000,"ORANGE COAST COLLEGE","CA","926285005","Public",45,45,141627,45,87689,51,52,209081,52,138290,NA,NA,NA,NA,NA,7,7,125012,7,62507,NA,NA,NA,NA,NA
"156",156,125100,"OTIS COLLEGE OF ART AND DESIGN","CA","900453505","Private-Nonprofit",403,404,1888822,404,944170,374,391,1286197,391,641832,21,21,420250,21,215250,172,172,5091680,172,2537903,7,7,192072,7,96037
"157",157,125300,"FRESNO PACIFIC UNIVERSITY","CA","937024798","Private-Nonprofit",1579,1593,7533502,1593,4037817,1442,1462,8446756,1462,4472774,336,338,6253055,338,3236861,39,39,477771,39,247933,18,18,176020,18,89510
"158",158,125500,"PACIFIC OAKS COLLEGE","CA","911033606","Private-Nonprofit",183,183,868383,183,301939,170,170,1098742,170,365864,266,266,5217892,266,1976632,NA,NA,NA,NA,NA,29,29,760175,31,307274
"159",159,125600,"PACIFIC SCHOOL OF RELIGION","CA","947091323","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,472326,24,236163,NA,NA,NA,NA,NA,4,4,48185,4,24093
"160",160,126100,"PASADENA CITY COLLEGE","CA","911062003","Public",20,20,77250,20,31500,20,20,93232,20,36116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,126200,"POINT LOMA NAZARENE UNIVERSITY","CA","921062899","Private-Nonprofit",1001,1001,4593538,1001,2438966,1062,1076,3977858,1076,2116083,408,411,5819449,411,3738155,233,237,5820823,237,3030130,16,16,234898,16,114880
"162",162,126600,"LANEY COLLEGE","CA","946074893","Public",13,13,51250,13,14500,16,16,83496,16,24186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,127300,"SAN DIEGO CITY COLLEGE","CA","921014787","Public",36,36,114820,36,57410,4,4,15770,4,7885,NA,NA,NA,NA,NA,1,1,14612,1,7306,NA,NA,NA,NA,NA
"164",164,127500,"SAN DIEGO MESA COLLEGE","CA","921114996","Public",19,19,76250,19,38125,1,1,6000,1,3000,NA,NA,NA,NA,NA,3,3,55357,3,34736,NA,NA,NA,NA,NA
"165",165,127800,"SAN FRANCISCO CONSERVATORY OF MUSIC","CA","941026011","Private-Nonprofit",17,17,86500,17,43250,22,22,98500,22,49250,20,20,410000,20,205000,4,4,86560,4,49560,14,14,297169,14,148584
"166",166,128000,"SAN JOAQUIN DELTA COLLEGE","CA","952076370","Public",14,14,56114,14,20185,16,16,83693,16,22297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,128100,"WILLIAM JESSUP UNIVERSITY","CA","957653784","Private-Nonprofit",478,478,2106549,478,1063575,521,534,2113083,534,1041722,120,120,2163156,120,982495,72,72,1260727,72,660943,2,2,6100,2,2450
"168",168,128200,"SAN JOSE CITY COLLEGE","CA","951282797","Public",9,9,37800,9,18900,9,9,46000,9,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,128400,"SANTA ANA COLLEGE","CA","927063398","Public",6,6,17250,6,5750,4,4,14000,4,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,128500,"SANTA BARBARA CITY COLLEGE","CA","931092394","Public",255,255,937423,255,468714,266,274,1343756,274,671110,NA,NA,NA,NA,NA,25,25,335842,25,167927,NA,NA,NA,NA,NA
"171",171,128600,"SANTA MONICA COLLEGE","CA","904051644","Public",40,40,156172,40,78086,40,40,202640,40,101320,NA,NA,NA,NA,NA,15,15,323936,15,161968,NA,NA,NA,NA,NA
"172",172,128700,"SANTA ROSA JUNIOR COLLEGE - SANTA ROSA","CA","954014395","Public",33,33,135151,33,67576,29,29,148018,29,73901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,128800,"CLAREMONT SCHOOL OF THEOLOGY","CA","917113199","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,456666,46,456666,NA,NA,NA,NA,NA,22,22,183420,22,183420
"174",174,128900,"SHASTA COLLEGE","CA","960497692","Public",131,131,493155,131,246580,140,140,708531,140,353270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,129000,"SIERRA COLLEGE","CA","956773397","Public",146,146,581272,147,293515,159,159,868828,159,434166,NA,NA,NA,NA,NA,1,1,13000,1,6500,NA,NA,NA,NA,NA
"176",176,129100,"SIMPSON UNIVERSITY","CA","960038606","Private-Nonprofit",235,235,1080672,235,552318,246,250,1099871,250,563546,24,24,488500,24,186763,37,38,675467,38,337737,NA,NA,NA,NA,NA
"177",177,129200,"SOLANO COMMUNITY COLLEGE","CA","945343197","Public",23,23,93335,24,47668,21,21,106069,21,53035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,129300,"VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA","CA","926266597","Private-Nonprofit",926,926,3989041,926,1947972,960,960,3553847,960,1715068,117,117,2287541,117,816086,211,211,3570286,211,1707047,8,8,210779,8,74513
"179",179,129400,"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT","CA","919107299","Public",38,38,149843,38,74922,4,4,18500,4,9250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,129500,"SOUTHWESTERN LAW SCHOOL","CA","900101106","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,371,7424249,371,3758324,NA,NA,NA,NA,NA,551,624,20174372,624,10154861
"181",181,129600,"DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY","CA","947081295","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,75094,5,37547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,130200,"SAINT MARY'S COLLEGE OF CALIFORNIA","CA","945752744","Private-Nonprofit",536,536,2557867,536,1285411,588,588,2004449,588,1008497,181,181,3532796,256,2097769,203,204,5734487,204,2949938,48,50,771222,68,472490
"183",183,130500,"STANFORD UNIVERSITY","CA","943051926","Private-Nonprofit",16,16,59502,16,19834,57,57,300807,57,100267,410,411,9429071,413,3133372,33,33,1170440,33,410951,251,253,9985037,253,3381011
"184",184,130700,"FRESNO CITY COLLEGE","CA","937410002","Public",20,20,55051,20,27526,6,6,17500,6,8750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,130800,"REEDLEY COLLEGE","CA","936542099","Public",16,16,53718,17,27984,11,11,40572,12,20786,NA,NA,NA,NA,NA,1,1,14997,1,7498,NA,NA,NA,NA,NA
"186",186,130900,"TAFT COLLEGE","CA","932682317","Public",5,5,16750,5,8375,5,5,13900,5,6950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,131200,"UNIVERSITY OF CALIFORNIA, BERKELEY","CA","947201520","Public",2905,3228,12565398,3228,6615250,2390,2688,9576780,2688,5022261,1614,1725,33861165,1725,17402839,825,847,21345801,847,10981087,1015,1288,38549484,1289,19746774
"188",188,131300,"UNIVERSITY OF CALIFORNIA, DAVIS","CA","956168558","Public",5464,5467,24461982,5477,8204666,3215,3215,12176721,3225,4069922,1387,1404,30801241,1769,14971562,1596,1599,30482502,1600,10158787,774,797,23821540,1063,11425914
"189",189,131400,"UNIVERSITY OF CALIFORNIA, IRVINE","CA","926970001","Public",4239,4280,18871500,4280,6352307,2799,3167,10515255,3167,3514752,1283,1382,28845090,1382,10522839,1121,1350,20400520,1350,6796449,565,719,16155818,719,6410131
"190",190,131500,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","900959000","Public",4209,4224,18756159,4224,6483065,3501,3560,13589973,3560,4696384,2631,2804,62022537,2804,26185672,1098,1108,21601854,1108,7323539,1583,1641,48428961,1641,20071273
"191",191,131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","925210209","Public",5908,5937,25248542,5937,8630224,4553,4632,15038081,4632,5134741,617,666,15474966,666,5820220,704,709,12170877,709,4082443,330,361,7262493,361,2758328
"192",192,131700,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","920930013","Public",6185,6339,28764115,6339,9602335,4058,4318,13153390,4318,4406345,722,767,18184197,767,6117062,867,972,18294791,972,6121173,333,359,6913211,359,2314544
"193",193,131900,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","941430402","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,810,24201477,1089,9514519,NA,NA,NA,NA,NA,359,374,10368665,504,4353045
"194",194,132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","931062030","Public",2146,2194,9451430,2194,3154835,1965,2045,7391454,2045,2470578,139,140,2369797,140,794949,737,795,15509928,795,5235015,54,64,1212337,64,408151
"195",195,132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","950640001","Public",2764,2766,12635521,2766,4296999,2253,2273,7971864,2273,2705809,86,88,1519824,88,508923,428,428,8399794,428,2813492,10,10,228485,10,83493
"196",196,132200,"UNIVERSITY OF REDLANDS","CA","923730999","Private-Nonprofit",1119,1119,5216805,1119,2623532,1257,1257,4553440,1257,2351473,564,564,9976250,565,4614822,188,190,4064920,190,2062249,60,61,1173702,61,557734
"197",197,132500,"UNIVERSITY OF SAN FRANCISCO","CA","941171080","Private-Nonprofit",1954,1970,9195252,1970,4718599,1890,1918,6248013,1918,3216648,1705,1749,32805211,1749,16857804,493,526,14159446,527,7404245,1227,1294,34683130,1294,17021136
"198",198,132600,"SANTA CLARA UNIVERSITY","CA","950534956","Private-Nonprofit",659,660,2893714,660,964489,985,1088,4277849,1088,1414622,816,816,16139704,817,7046386,157,161,5940546,161,1972553,506,515,18822401,515,8880583
"199",199,132800,"UNIVERSITY OF SOUTHERN CALIFORNIA","CA","900890001","Private-Nonprofit",3173,3188,7426683,3188,7426683,2750,2776,4400054,2776,4399054,8662,8726,100481022,8728,100481022,980,1000,21867435,1000,17700363,5613,5760,108725713,5760,108565375
"200",200,132900,"UNIVERSITY OF THE PACIFIC","CA","952110197","Private-Nonprofit",1150,1171,5065076,1171,2632834,1043,1064,3438357,1068,1796987,1602,1628,36163496,1639,17914410,453,468,11221659,469,5819147,1367,1407,53247812,1423,25663576
"201",201,133400,"VENTURA COLLEGE","CA","930033899","Public",40,40,139233,40,70743,36,36,152093,36,77547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,133800,"WEST VALLEY COLLEGE","CA","950705697","Public",4,4,12500,4,3125,5,5,34010,5,8503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,133900,"CORBAN UNIVERSITY","OR","973179392","Private-Nonprofit",291,291,1350521,291,679547,318,322,1191622,322,593492,52,52,832525,52,354113,51,51,1015628,51,524899,4,5,60130,5,20044
"204",204,134100,"WESTMONT COLLEGE","CA","931081099","Private-Nonprofit",455,465,2004316,465,1020841,510,527,1602597,527,811490,NA,NA,NA,NA,NA,117,117,2647995,117,1368744,NA,NA,NA,NA,NA
"205",205,134200,"WHITTIER COLLEGE","CA","906084413","Private-Nonprofit",399,400,1831347,401,921913,400,401,1362543,401,686058,11,11,189435,11,96833,71,73,1285636,74,650335,NA,NA,NA,NA,NA
"206",206,134300,"WOODBURY UNIVERSITY","CA","915041052","Private-Nonprofit",531,533,2517891,533,1251471,486,503,2013841,503,1015144,58,58,1149550,58,456007,212,215,4142903,215,2107985,29,31,460000,31,210200
"207",207,134400,"YUBA COLLEGE","CA","959017699","Public",3,3,13500,3,6750,3,3,14315,3,7158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,134500,"ADAMS STATE UNIVERSITY","CO","811022373","Public",489,489,2065524,489,1037248,486,499,1983426,499,993999,671,675,11287056,675,4122508,88,88,1123152,88,562535,35,37,558817,37,198450
"209",209,134600,"ARAPAHOE COMMUNITY COLLEGE","CO","801609002","Public",834,834,2981372,838,1500684,927,927,5023498,946,2525737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,134700,"COLORADO COLLEGE","CO","809033294","Private-Nonprofit",296,296,1173646,296,592287,324,324,1239981,324,624074,2,2,33200,2,16600,31,32,988526,32,507099,NA,NA,NA,NA,NA
"211",211,134800,"COLORADO SCHOOL OF MINES","CO","804011887","Public",1221,1230,5241317,1230,2689920,1632,1649,6808813,1649,3504079,207,211,3768862,211,2064074,563,580,14040213,580,7081717,49,54,1237774,54,635753
"212",212,134900,"UNIVERSITY OF NORTHERN COLORADO","CO","806390001","Public",2089,2098,8522754,2104,4420522,2417,2511,10608796,2516,5499672,1058,1064,16123085,1078,8524435,740,742,9981842,750,5129479,521,554,2563544,556,1320963
"213",213,135000,"COLORADO STATE UNIVERSITY","CO","805230100","Public",4312,4427,18554564,4428,9878470,5275,5451,23782784,5452,12253013,1413,1493,30178250,1493,15320116,1638,1672,34686543,1672,18061587,552,581,8848873,581,4430232
"214",214,135200,"DENVER SEMINARY","CO","801202192","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,196,2763060,202,1434994,NA,NA,NA,NA,NA,1,1,11100,1,11100
"215",215,135300,"FORT LEWIS COLLEGE","CO","813013999","Public",603,616,2401627,616,1237232,625,645,2680084,645,1371546,21,22,308644,23,154324,179,181,2268875,183,1196367,NA,NA,NA,NA,NA
"216",216,135400,"ILIFF SCHOOL OF THEOLOGY","CO","802104798","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,58,1138207,58,390905,NA,NA,NA,NA,NA,8,8,203469,8,67825
"217",217,135500,"LAMAR COMMUNITY COLLEGE","CO","810523999","Public",8,8,26714,8,13864,9,9,50286,9,29061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,135800,"COLORADO MESA UNIVERSITY","CO","815013122","Public",2047,2074,8126118,2074,4088783,2492,2536,11557896,2536,5795003,66,70,1132947,70,562851,641,666,8371342,666,4188184,26,26,499970,26,258860
"219",219,135900,"COLORADO NORTHWESTERN COMMUNITY COLLEGE","CO","816483598","Public",103,103,402250,103,199250,121,121,627263,121,307536,NA,NA,NA,NA,NA,3,3,34000,3,17000,NA,NA,NA,NA,NA
"220",220,136000,"METROPOLITAN STATE UNIVERSITY OF DENVER","CO","802043362","Public",3800,3885,14783346,3885,8137843,3872,3938,20004948,3938,11023792,556,566,8520447,566,4684044,119,119,1819267,119,931805,17,18,201568,18,100787
"221",221,136100,"NORTHEASTERN JUNIOR COLLEGE","CO","807512399","Public",183,184,661919,184,333213,218,218,897529,218,448076,NA,NA,NA,NA,NA,22,22,205152,22,104176,NA,NA,NA,NA,NA
"222",222,136200,"OTERO JUNIOR COLLEGE","CO","810503346","Public",86,86,328855,86,82215,75,85,382252,85,97343,NA,NA,NA,NA,NA,2,2,24576,2,9591,NA,NA,NA,NA,NA
"223",223,136300,"REGIS UNIVERSITY","CO","802211099","Private-Nonprofit",704,736,2976988,736,1504782,757,790,3088536,790,1562039,572,579,11898671,579,5990525,252,255,5022841,255,2535510,241,250,4517500,250,2267393
"224",224,136500,"COLORADO STATE UNIVERSITY-PUEBLO","CO","810014901","Public",937,939,4149066,940,2068824,913,936,4358766,937,2148645,131,133,2376267,133,1142478,94,97,1495878,97,767452,7,8,52043,8,30090
"225",225,136800,"TRINIDAD STATE JUNIOR COLLEGE","CO","810822396","Public",88,88,321774,88,159142,78,78,320724,78,160364,NA,NA,NA,NA,NA,6,6,51084,6,25542,NA,NA,NA,NA,NA
"226",226,137000,"UNIVERSITY OF COLORADO BOULDER","CO","803090077","Public",4520,4557,19557841,4557,9932415,5726,5823,23538299,5823,11930130,1169,1209,21049214,1209,10806831,1664,1709,45065241,1709,25862317,451,480,9218675,480,4755369
"227",227,137100,"UNIVERSITY OF DENVER","CO","802082000","Private-Nonprofit",1207,1219,5249730,1219,1789809,1451,1517,5449217,1517,1843112,3728,3888,72526628,3888,25451131,288,299,7789958,299,2657151,1741,1944,57274270,1944,20253260
"228",228,137200,"WESTERN COLORADO UNIVERSITY","CO","812310000","Public",517,518,2083782,518,1048431,625,642,2525460,642,1267335,160,161,2761501,161,1382081,253,255,3377970,255,1696059,13,13,160088,13,80046
"229",229,137400,"ALBERTUS MAGNUS COLLEGE","CT","65111189","Private-Nonprofit",638,641,2753360,933,1448946,687,715,3077424,1025,1637615,134,134,2534305,223,1382738,61,64,838812,66,449273,1,1,8173,1,8173
"230",230,137800,"CENTRAL CONNECTICUT STATE UNIVERSITY","CT","60502490","Public",2905,2976,13016804,2976,6557935,2878,2978,11871130,2978,5993304,604,632,9936823,632,5077221,298,310,4043780,310,2133885,40,43,732731,43,411003
