OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,255,266,"$1,085,123.00 ",266,"$549,333.00 ",303,323,"$1,326,106.00 ",323,"$669,929.00 ",11,11,"$159,501.00 ",11,"$61,358.00 ",105,107,"$1,784,564.00 ",107,"$917,600.00 ",-,-, -,-, -
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,"5,119","5,150","$22,398,920.00 ","5,151","$11,707,707.00 ","4,327","4,388","$19,233,882.00 ","4,388","$9,872,397.00 ","1,244","1,265","$17,916,053.00 ","1,267","$9,274,416.00 ",96,96,"$1,515,328.00 ",96,"$783,862.00 ",60,61,"$1,372,619.00 ",61,"$707,425.00 "
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,"2,844","2,865","$13,111,540.00 ","2,865","$6,904,783.00 ","2,285","2,303","$11,573,158.00 ","2,303","$6,098,023.00 ",611,629,"$10,143,381.00 ",629,"$5,275,700.00 ",77,78,"$1,063,529.00 ",78,"$575,078.00 ",18,18,"$184,473.00 ",18,"$91,779.00 "
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,"6,138","6,159","$27,206,753.00 ","6,160","$14,404,595.00 ","4,755","4,865","$21,793,876.00 ","4,869","$11,499,113.00 ","1,490","1,519","$23,561,749.00 ","1,525","$12,008,426.00 ",119,121,"$1,772,889.00 ",121,"$901,655.00 ",31,32,"$305,129.00 ",32,"$156,802.00 "
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,"3,276","3,276","$15,108,789.00 ","3,281","$7,717,940.00 ","2,304","2,304","$11,769,941.00 ","2,308","$6,007,001.00 ","1,124","1,124","$17,633,966.00 ","1,134","$9,037,325.00 ",9,9,"$145,266.00 ",9,"$75,505.00 ",41,41,"$592,456.00 ",41,"$307,255.00 "
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,"2,453","2,456","$11,541,640.00 ","2,459","$5,983,526.00 ","1,743","1,747","$9,343,827.00 ","1,750","$4,847,333.00 ",584,584,"$9,543,591.00 ",646,"$4,754,945.00 ",24,24,"$326,095.00 ",24,"$163,053.00 ",14,14,"$286,873.00 ",15,"$141,269.00 "
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072397,Public,"2,773","2,807","$12,453,455.00 ","2,814","$6,490,598.00 ","2,055","2,140","$10,057,764.00 ","2,145","$5,217,753.00 ",912,921,"$14,840,959.00 ",929,"$7,465,680.00 ",57,59,"$622,763.00 ",59,"$331,927.00 ",29,29,"$246,521.00 ",29,"$135,569.00 "
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,"2,792","2,804","$12,006,582.00 ","2,809","$4,138,496.00 ","3,323","3,416","$14,385,097.00 ","3,419","$4,938,248.00 ",221,223,"$3,830,756.00 ",224,"$1,317,172.00 ","1,719","1,723","$31,238,633.00 ","1,726","$10,639,249.00 ",13,14,"$219,703.00 ",14,"$74,312.00 "
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,"4,560","4,568","$21,422,685.00 ","4,580","$10,888,088.00 ","3,853","3,871","$18,183,672.00 ","3,894","$9,309,299.00 ",480,483,"$8,251,062.00 ",483,"$4,155,622.00 ",107,109,"$1,694,738.00 ",109,"$855,117.00 ",16,16,"$147,321.00 ",16,"$75,475.00 "
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,"4,186","4,245","$17,775,237.00 ","4,245","$9,392,707.00 ","3,596","3,729","$12,046,517.00 ","3,729","$6,406,440.00 ",294,325,"$3,899,512.00 ",325,"$1,973,964.00 ",227,241,"$3,027,293.00 ",241,"$1,538,185.00 ",2,2,"$9,625.00 ",2,"$7,633.00 "
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,"3,013","3,052","$13,897,920.00 ","3,052","$7,116,768.00 ","2,378","2,417","$10,619,198.00 ","2,417","$5,436,812.00 ",585,606,"$9,282,730.00 ",606,"$4,710,114.00 ",61,61,"$872,537.00 ",61,"$436,410.00 ",19,19,"$293,747.00 ",19,"$150,666.00 "
114900,HUMBOLDT STATE UNIVERSITY,CA,955218299,Public,"1,833","1,835","$8,055,793.00 ","1,855","$4,253,479.00 ","1,560","1,567","$6,699,091.00 ","1,575","$3,562,697.00 ",197,198,"$3,084,716.00 ",207,"$1,585,852.00 ",101,103,"$1,345,876.00 ",107,"$737,935.00 ",7,7,"$58,634.00 ",7,"$30,318.00 "
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,"5,259","5,272","$23,539,916.00 ","5,283","$12,542,759.00 ","3,956","4,040","$18,231,158.00 ","4,049","$9,836,529.00 ",748,754,"$11,451,009.00 ",770,"$6,061,092.00 ",570,571,"$7,282,132.00 ",571,"$3,701,739.00 ",22,23,"$255,677.00 ",23,"$127,839.00 "
115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,"3,277","3,357","$14,720,772.00 ","3,357","$7,553,208.00 ","3,817","3,918","$18,100,127.00 ","3,918","$9,262,397.00 ","1,032","1,069","$16,384,107.00 ","1,069","$8,293,901.00 ","1,231","1,269","$22,922,280.00 ","1,269","$11,557,365.00 ",143,146,"$1,036,449.00 ",146,"$527,553.00 "
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,"5,746","5,797","$26,396,778.00 ","5,797","$13,726,152.00 ","4,562","4,665","$21,315,910.00 ","4,665","$11,149,279.00 ","1,705","1,725","$28,074,263.00 ","1,725","$14,514,695.00 ",46,48,"$654,530.00 ",48,"$337,376.00 ",77,83,"$1,234,156.00 ",83,"$653,946.00 "
115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,"4,108","4,125","$19,096,233.00 ","4,125","$9,652,854.00 ","3,360","3,411","$15,523,125.00 ","3,412","$7,785,896.00 ",703,724,"$12,128,324.00 ",725,"$6,100,342.00 ",856,862,"$12,925,202.00 ",862,"$6,611,969.00 ",332,336,"$3,307,505.00 ",337,"$1,674,002.00 "
115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,"3,665","3,696","$16,317,331.00 ","3,696","$8,585,530.00 ","2,906","2,980","$12,742,133.00 ","2,980","$6,708,032.00 ","1,587","1,636","$25,057,464.00 ","1,636","$12,929,101.00 ",704,713,"$9,970,857.00 ",713,"$5,067,257.00 ",561,570,"$4,729,705.00 ",570,"$2,395,035.00 "
115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,"1,295","1,296","$5,740,995.00 ","1,301","$2,966,405.00 ","1,329","1,358","$6,122,269.00 ","1,361","$3,141,222.00 ",157,157,"$2,625,969.00 ",159,"$1,329,811.00 ",395,401,"$5,739,820.00 ",402,"$2,907,777.00 ",7,7,"$66,519.00 ",7,"$31,037.00 "
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,"1,503","1,514","$6,566,897.00 ","1,514","$3,489,371.00 ","1,139","1,169","$5,270,043.00 ","1,169","$2,781,391.00 ",312,320,"$4,782,266.00 ",320,"$2,486,961.00 ",91,91,"$1,018,230.00 ",91,"$527,650.00 ",7,7,"$76,806.00 ",7,"$39,153.00 "
116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,189,189,"$708,724.00 ",204,"$383,842.00 ",223,223,"$1,314,132.00 ",230,"$671,013.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
116200,CHABOT COLLEGE,CA,945452400,Public,31,31,"$125,499.00 ",31,"$62,750.00 ",34,34,"$169,550.00 ",34,"$84,776.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,"1,868","1,907","$8,590,034.00 ","1,909","$4,384,580.00 ","1,771","1,828","$5,462,448.00 ","1,832","$2,798,107.00 ","1,229","1,229","$27,317,504.00 ","1,256","$12,723,312.00 ",830,835,"$21,874,232.00 ",870,"$11,137,886.00 ",950,950,"$34,834,765.00 ",988,"$15,149,125.00 "
116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,5,5,"$49,085.00 ",5,"$36,715.00 ",-,-, -,-, -,-,-, -,-, -
116600,CITRUS COLLEGE,CA,917411899,Public,35,35,"$146,500.00 ",35,"$73,250.00 ",34,34,"$171,174.00 ",34,"$85,587.00 ",-,-, -,-, -,2,2,"$9,487.00 ",2,"$4,744.00 ",-,-, -,-, -
116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,570,578,"$10,950,811.00 ",578,"$5,634,620.00 ",-,-, -,-, -,312,341,"$8,463,035.00 ",341,"$4,427,209.00 "
117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,84,84,"$310,299.00 ",84,"$155,151.00 ",22,22,"$81,806.00 ",22,"$40,902.00 ",-,-, -,-, -,11,11,"$463,530.00 ",11,"$242,493.00 ",-,-, -,-, -
117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,152,153,"$611,771.00 ",153,"$326,399.00 ",43,43,"$144,000.00 ",43,"$72,000.00 ",-,-, -,-, -,23,23,"$692,188.00 ",23,"$489,797.00 ",-,-, -,-, -
117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,16,16,"$57,455.00 ",16,"$28,728.00 ",38,38,"$184,616.00 ",38,"$92,307.00 ",-,-, -,-, -,8,8,"$131,531.00 ",8,"$65,766.00 ",-,-, -,-, -
117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,102,102,"$422,528.00 ",102,"$213,968.00 ",24,24,"$116,816.00 ",24,"$58,407.00 ",-,-, -,-, -,15,15,"$531,605.00 ",15,"$260,479.00 ",-,-, -,-, -
117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,1,1,"$2,250.00 ",1,$750.00 ,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
117700,COGSWELL UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,109,110,"$462,170.00 ",110,"$231,588.00 ",108,118,"$425,458.00 ",118,"$214,989.00 ",2,2,"$26,273.00 ",2,"$13,137.00 ",39,39,"$491,592.00 ",39,"$257,756.00 ",-,-, -,-, -
117800,COLLEGE OF MARIN,CA,949042590,Public,8,8,"$31,750.00 ",8,"$15,875.00 ",10,10,"$60,500.00 ",10,"$30,250.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,78,78,"$403,533.00 ",78,"$201,884.00 ",83,84,"$439,186.00 ",84,"$230,101.00 ",70,70,"$1,331,644.00 ",70,"$717,072.00 ",6,6,"$167,542.00 ",6,"$88,771.00 ",7,7,"$98,108.00 ",7,"$55,263.00 "
118100,COLLEGE OF SAN MATEO,CA,944023784,Public,9,9,"$32,902.00 ",9,"$16,451.00 ",8,8,"$41,500.00 ",8,"$20,750.00 ",-,-, -,-, -,1,1,"$23,211.00 ",1,"$11,606.00 ",-,-, -,-, -
118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,180,180,"$800,328.00 ",180,"$410,076.00 ",201,203,"$772,734.00 ",203,"$397,617.00 ",135,135,"$2,019,751.00 ",135,"$1,322,554.00 ",20,20,"$293,146.00 ",20,"$154,014.00 ",25,27,"$336,179.00 ",27,"$228,550.00 "
118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,118,118,"$456,180.00 ",119,"$228,069.00 ",102,102,"$480,875.00 ",102,"$240,442.00 ",-,-, -,-, -,3,3,"$50,400.00 ",3,"$25,200.00 ",-,-, -,-, -
118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,17,17,"$60,300.00 ",17,"$30,150.00 ",7,8,"$37,813.00 ",8,"$18,907.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,43,44,"$155,300.00 ",44,"$77,652.00 ",49,51,"$226,288.00 ",52,"$113,646.00 ",-,-, -,-, -,3,3,"$57,362.00 ",3,"$28,681.00 ",-,-, -,-, -
119000,CONTRA COSTA COLLEGE,CA,948063195,Public,21,21,"$53,680.00 ",30,"$34,830.00 ",22,22,"$91,425.00 ",31,"$59,150.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,46,46,"$168,425.00 ",46,"$41,301.00 ",43,43,"$227,750.00 ",43,"$52,788.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
119200,CUESTA COLLEGE,CA,934038106,Public,97,99,"$350,830.00 ",99,"$187,331.00 ",120,127,"$663,146.00 ",127,"$348,367.00 ",-,-, -,-, -,6,6,"$80,351.00 ",6,"$47,926.00 ",-,-, -,-, -
119300,CYPRESS COLLEGE,CA,906305897,Public,65,65,"$240,000.00 ",65,"$120,000.00 ",57,58,"$304,018.00 ",58,"$150,885.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,553,553,"$2,531,892.00 ",553,"$1,290,760.00 ",604,615,"$2,201,354.00 ",615,"$1,137,328.00 ",211,212,"$4,056,353.00 ",212,"$2,134,535.00 ",177,178,"$3,544,113.00 ",178,"$2,328,110.00 ",103,104,"$1,712,341.00 ",104,"$1,524,540.00 "
119700,EL CAMINO COLLEGE,CA,905060002,Public,39,39,"$138,040.00 ",39,"$35,583.00 ",41,41,"$209,577.00 ",41,"$53,091.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
119900,FOOTHILL COLLEGE,CA,940224597,Public,130,175,"$470,030.00 ",188,"$203,496.00 ",136,189,"$810,064.00 ",201,"$334,864.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
120100,FULLERTON COLLEGE,CA,928322095,Public,291,291,"$971,027.00 ",291,"$486,201.00 ",261,261,"$1,324,948.00 ",264,"$664,398.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
120200,GAVILAN COLLEGE,CA,950209599,Public,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,1,1,"$20,869.00 ",1,"$10,435.00 ",-,-, -,-, -
120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,35,36,"$146,700.00 ",36,"$75,575.00 ",32,32,"$214,242.00 ",32,"$107,122.00 ",-,-, -,-, -,1,1,"$5,000.00 ",1,"$2,500.00 ",-,-, -,-, -
120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,47,47,"$205,964.00 ",51,"$116,482.00 ",46,46,"$305,922.00 ",49,"$165,261.00 ",368,368,"$7,169,601.00 ",371,"$3,788,666.00 ",-,-, -,-, -,150,150,"$4,185,107.00 ",152,"$2,144,229.00 "
120600,GOLDEN WEST COLLEGE,CA,926472748,Public,37,37,"$131,500.00 ",37,"$67,250.00 ",36,37,"$161,800.00 ",37,"$80,900.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,20,20,"$331,961.00 ",20,"$165,980.00 ",-,-, -,-, -,3,3,"$53,800.00 ",3,"$26,900.00 "
120800,GROSSMONT COLLEGE,CA,920201799,Public,26,26,"$84,750.00 ",26,"$42,375.00 ",15,15,"$61,550.00 ",15,"$28,925.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,1,1,"$4,500.00 ",1,"$2,250.00 ",1,1,"$5,595.00 ",1,"$2,798.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,52,55,"$193,280.00 ",111,"$77,363.00 ",49,53,"$278,327.00 ",106,"$109,982.00 ",41,43,"$647,478.00 ",89,"$268,882.00 ",2,2,"$28,668.00 ",4,"$14,083.00 ",2,2,"$35,537.00 ",4,"$11,875.00 "
121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,"1,632","1,655","$7,513,713.00 ","1,655","$3,841,763.00 ","1,477","1,535","$5,706,809.00 ","1,535","$2,930,923.00 ",897,903,"$17,886,123.00 ",903,"$9,149,212.00 ",335,338,"$6,126,650.00 ",338,"$3,172,057.00 ",282,292,"$7,272,116.00 ",292,"$3,409,933.00 "
121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,422,424,"$2,091,454.00 ",424,"$759,881.00 ",427,438,"$2,323,509.00 ",438,"$849,815.00 ","1,101","1,103","$35,126,900.00 ","1,209","$16,707,490.00 ",45,45,"$1,446,623.00 ",45,"$551,144.00 ",875,936,"$39,231,695.00 ","1,029","$19,070,038.00 "
121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,114,114,"$430,193.00 ",114,"$215,098.00 ",128,128,"$680,776.00 ",129,"$341,258.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,447,447,"$1,998,481.00 ",447,"$963,301.00 ",463,463,"$1,546,268.00 ",463,"$749,054.00 ",12,12,"$185,629.00 ",12,"$78,244.00 ",65,65,"$1,270,074.00 ",65,"$689,206.00 ",-,-, -,-, -
122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,93,93,"$355,098.00 ",93,"$177,551.00 ",121,127,"$712,635.00 ",127,"$356,321.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,906044051,Private-Nonprofit,14,14,"$35,261.00 ",14,"$17,631.00 ",19,19,"$102,589.00 ",19,"$56,420.00 ",679,"1,153","$9,785,725.00 ","1,153","$9,785,725.00 ",-,-, -,-, -,297,316,"$3,397,618.00 ",316,"$3,397,618.00 "
123000,MARSHALL B. KETCHUM UNIVERSITY,CA,928311699,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,254,255,"$8,441,869.00 ",255,"$2,839,055.00 ",-,-, -,-, -,194,203,"$4,925,964.00 ",203,"$1,761,885.00 "
123200,AMERICAN RIVER COLLEGE,CA,958414286,Public,417,418,"$1,592,243.00 ",418,"$799,709.00 ",420,423,"$2,434,696.00 ",423,"$1,225,699.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
123300,SACRAMENTO CITY COLLEGE,CA,958221386,Public,424,425,"$1,637,130.00 ",425,"$819,923.00 ",409,415,"$2,287,755.00 ",415,"$1,125,555.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
123600,MENLO COLLEGE,CA,940274301,Private-Nonprofit,204,206,"$916,810.00 ",206,"$458,781.00 ",192,194,"$572,201.00 ",194,"$286,850.00 ",-,-, -,-, -,45,45,"$875,841.00 ",45,"$446,838.00 ",-,-, -,-, -
123700,MERCED COLLEGE,CA,953482898,Public,16,16,"$53,388.00 ",16,"$26,694.00 ",13,13,"$50,411.00 ",13,"$25,206.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
123800,MILLS COLLEGE,CA,946131301,Private-Nonprofit,242,243,"$1,115,204.00 ",243,"$557,604.00 ",235,240,"$977,593.00 ",240,"$488,798.00 ",173,180,"$3,332,245.00 ",180,"$1,677,693.00 ",16,16,"$291,080.00 ",16,"$149,881.00 ",53,56,"$1,057,533.00 ",56,"$542,180.00 "
123900,MIRACOSTA COLLEGE,CA,920563899,Public,86,86,"$275,183.00 ",172,"$170,020.00 ",78,88,"$377,704.00 ",174,"$217,789.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
124200,MONTEREY PENINSULA COLLEGE,CA,939404799,Public,29,29,"$113,400.00 ",29,"$32,600.00 ",28,28,"$126,600.00 ",28,"$34,150.00 ",-,-, -,-, -,5,5,"$141,500.00 ",5,"$35,375.00 ",-,-, -,-, -
124300,MOUNT SAINT MARY'S UNIVERSITY,CA,900491599,Private-Nonprofit,"1,016","1,019","$4,524,073.00 ","1,019","$2,205,110.00 ",909,913,"$3,525,291.00 ",913,"$1,662,283.00 ",364,367,"$7,283,500.00 ",367,"$2,717,773.00 ",212,216,"$3,243,824.00 ",216,"$1,732,692.00 ",125,130,"$3,352,345.00 ",130,"$1,809,412.00 "
124700,NAPA VALLEY COLLEGE,CA,945586236,Public,14,14,"$55,750.00 ",14,"$27,875.00 ",15,15,"$70,878.00 ",15,"$35,439.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
124900,OCCIDENTAL COLLEGE,CA,900413314,Private-Nonprofit,413,414,"$1,801,662.00 ",414,"$909,630.00 ",412,413,"$1,437,424.00 ",413,"$725,340.00 ",-,-, -,-, -,69,69,"$1,788,149.00 ",69,"$909,060.00 ",-,-, -,-, -
125000,ORANGE COAST COLLEGE,CA,926285005,Public,45,45,"$141,627.00 ",45,"$87,689.00 ",51,52,"$209,081.00 ",52,"$138,290.00 ",-,-, -,-, -,7,7,"$125,012.00 ",7,"$62,507.00 ",-,-, -,-, -
125100,OTIS COLLEGE OF ART AND DESIGN,CA,900453505,Private-Nonprofit,403,404,"$1,888,822.00 ",404,"$944,170.00 ",374,391,"$1,286,197.00 ",391,"$641,832.00 ",21,21,"$420,250.00 ",21,"$215,250.00 ",172,172,"$5,091,680.00 ",172,"$2,537,903.00 ",7,7,"$192,072.00 ",7,"$96,037.00 "
125300,FRESNO PACIFIC UNIVERSITY,CA,937024798,Private-Nonprofit,"1,579","1,593","$7,533,502.00 ","1,593","$4,037,817.00 ","1,442","1,462","$8,446,756.00 ","1,462","$4,472,774.00 ",336,338,"$6,253,055.00 ",338,"$3,236,861.00 ",39,39,"$477,771.00 ",39,"$247,933.00 ",18,18,"$176,020.00 ",18,"$89,510.00 "
125500,PACIFIC OAKS COLLEGE,CA,911033606,Private-Nonprofit,183,183,"$868,383.00 ",183,"$301,939.00 ",170,170,"$1,098,742.00 ",170,"$365,864.00 ",266,266,"$5,217,892.00 ",266,"$1,976,632.00 ",-,-, -,-, -,29,29,"$760,175.00 ",31,"$307,274.00 "
125600,PACIFIC SCHOOL OF RELIGION,CA,947091323,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,24,24,"$472,326.00 ",24,"$236,163.00 ",-,-, -,-, -,4,4,"$48,185.00 ",4,"$24,093.00 "
126100,PASADENA CITY COLLEGE,CA,911062003,Public,20,20,"$77,250.00 ",20,"$31,500.00 ",20,20,"$93,232.00 ",20,"$36,116.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
126200,POINT LOMA NAZARENE UNIVERSITY,CA,921062899,Private-Nonprofit,"1,001","1,001","$4,593,538.00 ","1,001","$2,438,966.00 ","1,062","1,076","$3,977,858.00 ","1,076","$2,116,083.00 ",408,411,"$5,819,449.00 ",411,"$3,738,155.00 ",233,237,"$5,820,823.00 ",237,"$3,030,130.00 ",16,16,"$234,898.00 ",16,"$114,880.00 "
126600,LANEY COLLEGE,CA,946074893,Public,13,13,"$51,250.00 ",13,"$14,500.00 ",16,16,"$83,496.00 ",16,"$24,186.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
127300,SAN DIEGO CITY COLLEGE,CA,921014787,Public,36,36,"$114,820.00 ",36,"$57,410.00 ",4,4,"$15,770.00 ",4,"$7,885.00 ",-,-, -,-, -,1,1,"$14,612.00 ",1,"$7,306.00 ",-,-, -,-, -
127500,SAN DIEGO MESA COLLEGE,CA,921114996,Public,19,19,"$76,250.00 ",19,"$38,125.00 ",1,1,"$6,000.00 ",1,"$3,000.00 ",-,-, -,-, -,3,3,"$55,357.00 ",3,"$34,736.00 ",-,-, -,-, -
127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,941026011,Private-Nonprofit,17,17,"$86,500.00 ",17,"$43,250.00 ",22,22,"$98,500.00 ",22,"$49,250.00 ",20,20,"$410,000.00 ",20,"$205,000.00 ",4,4,"$86,560.00 ",4,"$49,560.00 ",14,14,"$297,169.00 ",14,"$148,584.00 "
128000,SAN JOAQUIN DELTA COLLEGE,CA,952076370,Public,14,14,"$56,114.00 ",14,"$20,185.00 ",16,16,"$83,693.00 ",16,"$22,297.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
128100,WILLIAM JESSUP UNIVERSITY,CA,957653784,Private-Nonprofit,478,478,"$2,106,549.00 ",478,"$1,063,575.00 ",521,534,"$2,113,083.00 ",534,"$1,041,722.00 ",120,120,"$2,163,156.00 ",120,"$982,495.00 ",72,72,"$1,260,727.00 ",72,"$660,943.00 ",2,2,"$6,100.00 ",2,"$2,450.00 "
128200,SAN JOSE CITY COLLEGE,CA,951282797,Public,9,9,"$37,800.00 ",9,"$18,900.00 ",9,9,"$46,000.00 ",9,"$23,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
128400,SANTA ANA COLLEGE,CA,927063398,Public,6,6,"$17,250.00 ",6,"$5,750.00 ",4,4,"$14,000.00 ",4,"$5,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
128500,SANTA BARBARA CITY COLLEGE,CA,931092394,Public,255,255,"$937,423.00 ",255,"$468,714.00 ",266,274,"$1,343,756.00 ",274,"$671,110.00 ",-,-, -,-, -,25,25,"$335,842.00 ",25,"$167,927.00 ",-,-, -,-, -
128600,SANTA MONICA COLLEGE,CA,904051644,Public,40,40,"$156,172.00 ",40,"$78,086.00 ",40,40,"$202,640.00 ",40,"$101,320.00 ",-,-, -,-, -,15,15,"$323,936.00 ",15,"$161,968.00 ",-,-, -,-, -
128700,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA,CA,954014395,Public,33,33,"$135,151.00 ",33,"$67,576.00 ",29,29,"$148,018.00 ",29,"$73,901.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
128800,CLAREMONT SCHOOL OF THEOLOGY,CA,917113199,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,46,46,"$456,666.00 ",46,"$456,666.00 ",-,-, -,-, -,22,22,"$183,420.00 ",22,"$183,420.00 "
128900,SHASTA COLLEGE,CA,960497692,Public,131,131,"$493,155.00 ",131,"$246,580.00 ",140,140,"$708,531.00 ",140,"$353,270.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
129000,SIERRA COLLEGE,CA,956773397,Public,146,146,"$581,272.00 ",147,"$293,515.00 ",159,159,"$868,828.00 ",159,"$434,166.00 ",-,-, -,-, -,1,1,"$13,000.00 ",1,"$6,500.00 ",-,-, -,-, -
129100,SIMPSON UNIVERSITY,CA,960038606,Private-Nonprofit,235,235,"$1,080,672.00 ",235,"$552,318.00 ",246,250,"$1,099,871.00 ",250,"$563,546.00 ",24,24,"$488,500.00 ",24,"$186,763.00 ",37,38,"$675,467.00 ",38,"$337,737.00 ",-,-, -,-, -
129200,SOLANO COMMUNITY COLLEGE,CA,945343197,Public,23,23,"$93,335.00 ",24,"$47,668.00 ",21,21,"$106,069.00 ",21,"$53,035.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
